;cleaned_tweet;polarity;sentimen;;;;;;;;;;;;;;
180;harry kane harus segera move on dari gagal penalti di piala dunia 2022 bolaskorcom kane qatar2022;-0,316666667;-1;;;;;;;;;;;;;;
181;ambikarenmadina siaranbolalive piala dunia dengan komposisi main sempurna dan baik dsri semua club kalau liga champion bener2 harus ngeracik taktik dengan main yang biasa saja medioker main muda dan lain-lain jelas beda latih negara belum tentu bisa jadi latih club;0,178571429;1;;;;;;;;;;;;;;
182;masih tanya sergio aguero yang ikut angkat trofi piala dunia mungkin tulis ini akan jawab bagaimana peran aguero selain aguero ada hal hal non teknis lain yang juga jadi sebab juara argentina di piala dunia fantasista id;-0,0625;-1;;;;;;;;;;;;;;
183;rafiziramli saya faham rr sebab kita kena contoh rakyat jepun rakyat juga main peran contoh masa piala dunia mereka sih tempat tu belum tinggal tempat itu ini adalah salah satu contoh kalau kita amal sikap begini generasi yang akan juga akan contoh;0;0;;;;;;;;;;;;;;
184;ini kaos yang dipake supporters timnas korsel waktu piala dunia 2002 jadi satu stadion mereka semua pakai ini nyata sampai 2022 masih ada saja yang jual hebat lho brandingnya;0,5;1;;;;;;;;;;;;;;
185;belum pakai piala dunia cicip dulu;0,25;1;;;;;;;;;;;;;;
186;fifaworldcupqatar2022 terima kasih qatar piala dunia baik;0,7;1;;;;;;;;;;;;;;
187;poka polka idextratime yang masalah kenapa iri argentina juara piala dunia;0;0;;;;;;;;;;;;;;
188;foto pilih yang warna 2022 dari tampar will smith mati ratu elizabeth ii hingga raya messi di piala dunia;-0,2;-1;;;;;;;;;;;;;;
189;masih heboh soal koki kenal salt bae yang ikut raya argentina juara piala dunia 2022 fakta baru ada gestur lionel messi yang tidak suka dengan;0,255681818;1;;;;;;;;;;;;;;
190;piala dunia selesai saat haaland aksi video omarmomani fifaworldcup messi mbappe argentina haaland premierleague cristianoronaldo mancity;0,1;1;;;;;;;;;;;;;;
191;angel di maria sudah bawa argentina juara piala dunia 2022 kini juventus juga harap di maria bisa terus main bagus;0;0;;;;;;;;;;;;;;
192;masih heboh soal koki kenal salt bae yang ikut raya argentina juara piala dunia 2022 fakta baru ada gestur lionel messi yang tidak suka dengan;0,255681818;1;;;;;;;;;;;;;;
193;angel di maria pamer tato baru telah raih trofi piala dunia 2022;0,136363636;1;;;;;;;;;;;;;;
194;baru 3 bulan juara piala dunia argentina akan main di kualifikasi pada 2026;0;0;;;;;;;;;;;;;;
195;premier league kembali tepat di boxing day telah libur bulan karena piala dunia sudah siap saling banter lagi sila disimpen iya jadwal biar tidak tinggal;0,120238095;1;;;;;;;;;;;;;;
196;semua sudah beri kepada messi tapi kok cecunguk2 sepakbola masih tidak bisa beri sedikit rasa respect ke cr7 dia cuma butuh respect atas kerja keras di dunia sepakbola lama ini messi good ending dengan piala dunia cristiano good ending dengan respect dari kalian;0,074404762;1;;;;;;;;;;;;;;
197;trofi piala dunia 2022 jadi kado natal indah tahun ini bagi tim nasional timnas argentina dan warga negara;0,85;1;;;;;;;;;;;;;;
198;fzi2050 siaranbolalive kamu yang berlebihan banget karena berisik emang keluarga ada yang tinggal gr2 dia pegang piala dunia itu biasa saja kamu juga geli;-0,0875;-1;;;;;;;;;;;;;;
199;hanya tang r min80 dukung ganjarpranowo final piala dunia bisa maju jadi tanggal 11 desember 2022 jaman jokowi adalah puncak jaya orang2 goblog;0;0;;;;;;;;;;;;;;
200;layak piala dunia 1994 skuad argentina dalam krisis pada umur 33 tahun ego maradona tanpa kelab dan lebih berat badan kembali daripada sara dia bantu argentina layak ke piala dunia 1994 dengan buat 1 assist masa tumpas australia 2 1 impak;0,333333333;1;;;;;;;;;;;;;;
201;piala dunia gegap gempita om sudah ada denger kabar ada yang mati karena covid;-0,2;-1;;;;;;;;;;;;;;
202;r min80 aniesbaswedan hmm baru tahu saya tanggal 11 desember piala dunia sudah tetap argentina juara hebat anda;0,8;1;;;;;;;;;;;;;;
203;media korea selatan sorot kiprah timnas indonesia di piala aff 2022 sepakbola dunia;0;0;;;;;;;;;;;;;;
204;fifa pilih wanita palestina heba saadia untuk ikut pimpin tanding piala dunia wanita di australia dan selandia baru pada bulan juli 2023 freepalestine;0,136363636;1;;;;;;;;;;;;;;
205;tragis usai gelar piala dunia 2022 ahmad atef daraghmeh sebak bola palestina tembak mati oleh tentara israel ahmedatef palestine israel;-0,475;-1;;;;;;;;;;;;;;
206;5 pesepakbola yang harga roket kelar piala dunia 2022 nomor 1 juli alvarez lengkapcepatberitanya bola sepakbola sepakboladunia boladunia;0,1;1;;;;;;;;;;;;;;
207;negara dengan juara banyak di piala dunia sejak 1930;0,5;1;;;;;;;;;;;;;;
208;piala dunia 2022;0;0;;;;;;;;;;;;;;
209;kapan indonesia jadi juara piala dunia iya;0;0;;;;;;;;;;;;;;
210;korea selatan jadi negara asia yang paling sering lolos putar final piala dunia mereka lolos 8 kali dan 7 antara turut turut;0,166666667;1;;;;;;;;;;;;;;
211;cuma di era iwan bule messi menang piala dunia;0;0;;;;;;;;;;;;;;
212;siaranbolalive tapi jujur mau bertanya trophy piala dunia cuma boleh pegang sama tim juara;0,3;1;;;;;;;;;;;;;;
213;wasit final piala dunia jelas kenapa gol messi yang protes tetap sah;0,05;1;;;;;;;;;;;;;;
214;piala dunia qatar bukan sekadar sepak bola banyak hal yang luput dari perhati apa saja baca lengkap di artikel ini klik;0;0;;;;;;;;;;;;;;
215;garagarabola bulan september bareng dengan kualifikasi afc kamu 23 jika kita ingin main di olimpiade kita harus lewat ini oktober dan november sudah di mulai nya kualifikasi piala dunia 2026 kualifikasi piala asia 2027;0;0;;;;;;;;;;;;;;
216;untung rp 117 5 triliun presiden fifa ingin piala dunia gelar tiga tahun sekali;0,4;1;;;;;;;;;;;;;;
217;beda nasib ronaldo dan messi telah piala dunia dan heboh supporter malaysia nyanyi ojo dibandingke;0;0;;;;;;;;;;;;;;
218;walaupun mereka tidak milik tropi piala dunia telah argentina juara olah olah capai tropi piala dunia jadi sangat penting bukan salah cristiano dia tidak lahir di negara besar sepak bola;0,26;1;;;;;;;;;;;;;;
219;chelsea hantam badai cedera belum jeda piala dunia 2022 liga inggris akan main lagi siapa saja main the blues yang sudah pulih;0;0;;;;;;;;;;;;;;
220;mario bola judi online percaya se asia ikut bawa argentina juara piala dunia 2022 alexis mac allister langsung jadi incar 5 raksasa baca lengkap daftar main sekarang juga wa 855 96 800 7629 link;0,1;1;;;;;;;;;;;;;;
221;2 bintang trbesar sepakbola pele johan cruyff punya karir piala dunia yang beda pele main di 4 pada tahun 58 62 66 70 cruyff 74;0;0;;;;;;;;;;;;;;
222;geloraco di piala dunia jatuh para bintang;0;0;;;;;;;;;;;;;;
223;latih klub sepak bola inggris aston villa unai emery puji tampil kiper argentina emiliano martinez saat tampil di piala dunia namun emery kata dia akan diskus dengan martinez kait sikap saat raya menang piala dunia;0;0;;;;;;;;;;;;;;
224;piala dunia 2002 adalah piala dunia pertama di asia dan juga yang pertama ada di dua negara;0,25;1;;;;;;;;;;;;;;
225;siaranbolalive ruar biasa menang piala dunia kalah sama menang liga champions;0,3125;1;;;;;;;;;;;;;;
226;argentina juara suporter prancis minta laga final piala dunia 2022 ulang entryurl;0;0;;;;;;;;;;;;;;
227;dev desnug idextratime prestasi baik portugal di piala dunia jadi peringkat 3 itu di tahun 1966 jauh belum ronaldo mulai main bola;0,266666667;1;;;;;;;;;;;;;;
228;siaranbolalive ini piala dunia 2026 tayang jam berapa deh kalau wib apakah sama kaya jam tayang copa amerika;0,033333333;1;;;;;;;;;;;;;;
229;r min80 aniesbaswedan woyyyy idiot final piala dunia tanggal 18 desember bagaimana cerita raya argentina juara goblok2 para dukung anda pak jokowi ganjarpranowo;-0,4;-1;;;;;;;;;;;;;;
230;alas indonesia ga lolos seleksi piala dunia;-0,4;-1;;;;;;;;;;;;;;
231;si seru banget ini final ngalahin final piala dunia;0,1;1;;;;;;;;;;;;;;
232;baca keren tentang piala dunia;0,35;1;;;;;;;;;;;;;;
233;tim sepakbola mana yang kalian favorit juara piala dunia nanti;0,433333333;1;;;;;;;;;;;;;;
234;jerman barat adalah negara eropa pertama yang tang piala dunia yakni tahun 1954;0,125;1;;;;;;;;;;;;;;
235;sudah pikir tapi ga dapat kuota kalau piala dunia tiket tribune mesti war bukan hanya itu hotel murah pun tidak dapat kaya emg mesti ada kenal sana yang bisa handle ini iya sayang networking saya masih sedikit moga lanjut piala dunia ikut bisa;0,146875;1;;;;;;;;;;;;;;
236;legenda liverpool graeme souness kecam sikap emiliano martinez di final piala dunia 2022 kiper argentina itu nilai sudah bikin malu negara;0;0;;;;;;;;;;;;;;
237;argentina juara suporter prancis minta laga final piala dunia 2022 ulang;0;0;;;;;;;;;;;;;;
238;rakhless easyjjky rzndkreza emang indonesia ikut piala dunia;0;0;;;;;;;;;;;;;;
239;masih heboh soal koki kenal salt bae yang ikut raya argentina juara piala dunia 2022 fakta baru ada gestur lionel messi yang tidak suka dengan;0,255681818;1;;;;;;;;;;;;;;
240;kalau menang piala dunia mesti dorang masih joget dekat sini;0,45;1;;;;;;;;;;;;;;
241;wasit final piala dunia 2022 serang balik media prancis;0;0;;;;;;;;;;;;;;
242;dunia peguam om tawar as 1 juta untuk bisht pakai messi pada piala dunia;0;0;;;;;;;;;;;;;;
243;peguam om tawar us 1 juta untuk bisht pakai messi pada piala dunia;0;0;;;;;;;;;;;;;;
244;ahli fiqih islam kan hukum sujud syukur di piala dunia;0;0;;;;;;;;;;;;;;
245;amazoght idextratime 1 lagi piala dunia emg salah satu tolak ukur tapi gelar individu juga jadi parameter buat nentuin siapa goat nya;0;0;;;;;;;;;;;;;;
246;podcastretropus iya formasi pohon natal perancis 98 kan buat lucu2an eh dapat piala dunia kalau yang ini keri lihat istanbul 2005 ngeri;0,125;1;;;;;;;;;;;;;;
247;kumpar piala dunia rasa milu daerah;0;0;;;;;;;;;;;;;;
248;poljokesid hanya di era iwan bule messi menang piala dunia;0;0;;;;;;;;;;;;;;
249;rtm malaysia kepala hotak piala dunia 2026 sekarang tengah aff oii;0;0;;;;;;;;;;;;;;
250;2026 nonton piala dunia langsung di stadion;0,1;1;;;;;;;;;;;;;;
251;piala dunia 2026 ini bikin orang ga fokus kerja;0;0;;;;;;;;;;;;;;
252;menang argentina di piala dunia 2022 ngebuktiin kalau debat siapa yang baik antara messi vs ronaldo sdh jawab tapi ada jumlah soal yang belum jawab di antara bagaimana nasib para kerja migran bangun fasilitas di qatar dan yang tinggal sdh capai 6500 orang;0,409090909;1;;;;;;;;;;;;;;
253;jadwal boxing day premier league langsung pek telah piala dunia 2022 bolaskorcom boxingday premierleague;0,1;1;;;;;;;;;;;;;;
254;dengan akhir piala dunia 2022 itu arti hari hari normal di qatar telah kembali mulai sampai jumpa di piala 2026 datang follow juga kami di instagram ekingsnews facebook ekingsnews;0,15;1;;;;;;;;;;;;;;
255;aku dosa wasit final piala dunia 2022 bikin blunder rugi prancis viva google berita olahraga arenanews kamidi opsiminfo;0;0;;;;;;;;;;;;;;
256;ko su nonton piala dunia selesai baru ko balik ke liga 1;0;0;;;;;;;;;;;;;;
257;siaranbolalive kalau ujan cepat kering ga apa tanding bakal tunda kaya stadion liga konoha kemarin yang stadion bakal guna untuk piala dunia u20;0,333333333;1;;;;;;;;;;;;;;
258;donnacorle riwatigis ga rumpoko ekofirman cebok pakai air saja baru pada kenal pas piala dunia qatar sungguh primitif;0,1;1;;;;;;;;;;;;;;
259;pakai pesawat carter timnas indonesia tiru tim serta piala dunia kunjung;0;0;;;;;;;;;;;;;;
260;ucap selamat dari presiden jokowi kepada amir qatar atas sukses qatar selenggara piala dunia ini jadi headline di hampir smua media di qatar sudah waktu indonesia lirik qatar timur tengah bukan hanya uea atau arab saudi di sini ada qatar yang sdang tumbuh;0,1;1;;;;;;;;;;;;;;
261;carlos caszely chile adalah main yang pertama kali dapat kartu merah panjang sejarah piala dunia 14 juni 1974;0,05;1;;;;;;;;;;;;;;
262;poroshalangid kemarin pas piala dunia ronaldo jadi bulan2nan karena pecat dari emyu terus gagal di piala dunia oke vibes nya dapat mencari engagment sekarang balik ke setel pabrik beras habis emyu solusi;0;0;;;;;;;;;;;;;;
263;theo hernandez kurang gereget di piala dunia karena kylian mbappe;0;0;;;;;;;;;;;;;;
264;yang nemu di tt atau dmana gitu smpe protes ke pihak jco kalau donat jamur padahal itu donat piala dunia;0;0;;;;;;;;;;;;;;
265;sebut main paling teruk di piala dunia 2022 ini jawapan ton kroos;0,5;1;;;;;;;;;;;;;;
266;lionel messi sebut main baik panjang masa di piala dunia 2022;0,325;1;;;;;;;;;;;;;;
267;prancis kalah argentina dalam pada laga final piala dunia 2022 di stadion lusail minggu 18 12 lalu newsupdate 25des22 news newsflash;0;0;;;;;;;;;;;;;;
268;aku dosa wasit final piala dunia 2022 bikin blunder rugi prancis viva google berita olahraga arenanews kamidi opsiminfo;0;0;;;;;;;;;;;;;;
269;messi raih piala dunia pecah rekor telah kalah prancis;0,3;1;;;;;;;;;;;;;;
270;peguam om tawar as 1 juta untuk bisht pakai messi pada piala dunia;0;0;;;;;;;;;;;;;;
271;apakah anda ingin main piala super spanyol lewandowski iya karena ini akan jadi tanding pertama saya di tahun baru telah piala dunia dan akan sangat seru pertama saat fokus main bagus di semifinal dan kemudian bisa main di final;0,178008658;1;;;;;;;;;;;;;;
272;latih aston villa akan bahas sikap martinez saat selebrasi piala dunia;0;0;;;;;;;;;;;;;;
273;idextratime tidak klah tarik dengan moment piala dunia;0;0;;;;;;;;;;;;;;
274;youtube juara piala dunia dari masa ke masa amanda zahra denisepembohonganpublik desember;0;0;;;;;;;;;;;;;;
275;finalpialadunia2022 pialadunia wasitpialadunia duel argentina vs perancis di piala dunia 2022 nilai bagai final baik dalam sejarah piala dunia;0,35;1;;;;;;;;;;;;;;
276;yeriwithu sunghoonwithu jenowithu jaehyunswithu ericswithu dunia piala;0;0;;;;;;;;;;;;;;
277;kompastv pihak perumpuan pasti sangat kecewa iya sedih mirip mirip kalah adu penalty di final piala dunia;-0,36875;-1;;;;;;;;;;;;;;
278;ahmedstevealvin dok piala dunia 2026 bareng bojo;0;0;;;;;;;;;;;;;;
279;makkah uwes muncak gunung endi ae uwes selolop renang ng lombok malu uwes mlancong budoyo kalimantan sulawesi uwes luar negeri iya uwes lanjut sumatra sek trus old trafford lanjut dok langsung piala dunia 2026 nek gk iya 2030 amiin amiin kabul kajate;0,025;1;;;;;;;;;;;;;;
280;idextratime jangan hina liga negara sendiri ingat kalian masih wni gin gin kita tahun 1930 an pernah masuk piala dunia;0,6;1;;;;;;;;;;;;;;
281;muncul petisi isi minta final piala dunia 2022 harus ulang alas karena di maria sengaja jatuh sehingga buat penalty padahal kontak dengen dembele sangat tipis ini yang tanda tangan yang all in prancis semua kah indihome argentinavsfrance pildun2022;-0,44;-1;;;;;;;;;;;;;;
282;kemarin nonton piala dunia ga pak hiya itu tanya macam apa;0,6;1;;;;;;;;;;;;;;
283;pas deh juara copa america ga ada nyekor di final bilang beban tim skrg deh juara piala dunia nyetak gol lagi di final makin senewen bilang pildun settingan lah minta rispek lagi heran2 mas ada tipikal orang se sakit hati gin;-0,041666667;-1;;;;;;;;;;;;;;
284;main australia yang paling banyak main di piala dunia 2022;0,5;1;;;;;;;;;;;;;;
285;arivpermana sauk futaki r min80 aniesbaswedan kamu yang bodoh emang tanggal 11 desember argentina sudah juara piala dunia;-0,8;-1;;;;;;;;;;;;;;
286;trofi pada buat oleh seniman italia silvio gazzaniga dan mulai guna cara resmi pada piala dunia 1974 ganti trofi jules rimet;0;0;;;;;;;;;;;;;;
287;terima kasih telah beri saya piala dunia kiper baik pialadunia2022 emiliano martinez beri pesan kepada sang megabintang lionel messi seperti apa tonton lengkap di sini argentina fifaworldcup qatar2022;0,65;1;;;;;;;;;;;;;;
288;blogupdate deret fakta unik yang ter di piala dunia 2022 sejak akhir november 2022 hingga nanti tengah desember 2022 gelar helat internasional;0,09375;1;;;;;;;;;;;;;;
289;gol mario kempes pada final piala dunia 1978 di argentina picu badai kertas di antero stadion;0;0;;;;;;;;;;;;;;
290;cristiano ronaldo sebut sudah tidak terima di timnas portugal usai cadang di piala dunia 2022 lengkapcepatberitanya bola sepakbola sepakboladunia boladunia;0,1;1;;;;;;;;;;;;;;
291;chelsea hantam badai cedera belum jeda piala dunia 2022 liga inggris akan main lagi siapa siapa saja main the blues yang sudah pulih;0;0;;;;;;;;;;;;;;
292;telah selesai piala dunia qatar;0;0;;;;;;;;;;;;;;
293;argentina juara piala dunia 1986 berkat andil besar gol tangan tuhan maradona saat argentina tekuk inggris 2 1;0,1;1;;;;;;;;;;;;;;
294;sebentar lagi piala dunia u20 akan gelar moga stadion yang di tunjuk fifa layak aman nyaman saat event sebut jangan sampai jadi seperti ini jadi benahistadion;0,333333333;1;;;;;;;;;;;;;;
295;apa yang anda minta dari tahun 2023 apakah 4 gelar yang sisa mungkin lewandowski telah 4 bulan di barca dan sekarang kembali telah piala dunia kami tahu bahwa kami milik opsi untuk menang gelar tentu saja kami harus pikir tetapi tiap gelar itu sulit;0,15;1;;;;;;;;;;;;;;
296;moga sepak bola indonesia makin baik dan bisa masuk piala dunia layak aman nyaman benahistadion;0,416666667;1;;;;;;;;;;;;;;
297;idextratime kira telah piala dunia bakal selesai debat nyata tidak;0,2;1;;;;;;;;;;;;;;
298;indonesia sebentar lagi akan jadi tuan rumah piala dunia pssi wajib renovasi stadion yang masih ada masalah layak aman nyaman benahistadion;0,333333333;1;;;;;;;;;;;;;;
299;foto pilih yang warna 2022 dari tampar will smith mati ratu elizabeth ii hingga raya messi di piala dunia ini adalah pilih foto foto dari agam peristiwa penting tahun 2022 yang ambil oleh fotografer kantor berita di seluruh;0,4;1;;;;;;;;;;;;;;
300;legenda liverpool graeme souness kecam sikap emiliano martinez di final piala dunia 2022 kiper argentina itu nilai sudah bikin malu negara;0;0;;;;;;;;;;;;;;
301;11 saya akan mlatih anak2 ku untuk ke piala dunia;0;0;;;;;;;;;;;;;;
302;kira2 bisa heboh kayak sepak bola piala dunia gak iya;0,375;1;;;;;;;;;;;;;;
303;prancis gak mampu lindung warga raya menang semi final piala dunia kibar bendera perancis di rumah sdiri pun ganggu imigran indonesia jaya sang saka kibar perkasa siapa berani turun engkau serentak rakyat bela;-0,288888889;-1;;;;;;;;;;;;;;
304;sukses raih gelar piala dunia lionel messi panjang kontrak sama psg;0,35;1;;;;;;;;;;;;;;
305;italia koleksi 21 kali hasil imbang di piala dunia jumlah banyak banding negara lain;0,044642857;1;;;;;;;;;;;;;;
306;idextratime jika orang goat tentu dengan juara piala dunia apakabar dengan pele messi yang cuma 1 di dewa2kan pele 3 boss arti lebih dari goat dong buah fakta yang kita lupa atau kita pungkiri respect pele;0,238095238;1;;;;;;;;;;;;;;
