"cleaned_tweet","polarity","sentimen"
"beda nasib ronaldo dan messi telah piala dunia dan heboh supporter malaysia nyanyi ojo dibandingke","0","0"
"walaupun mereka tidak milik tropi piala dunia telah argentina juara olah olah capai tropi piala dunia jadi sangat penting bukan salah cristiano dia tidak lahir di negara besar sepak bola","0.26","1"
"chelsea hantam badai cedera belum jeda piala dunia 2022 liga inggris akan main lagi siapa saja main the blues yang sudah pulih","0","0"
"mario bola judi online percaya se asia ikut bawa argentina juara piala dunia 2022 alexis mac allister langsung jadi incar 5 raksasa baca lengkap daftar main sekarang juga wa 855 96 800 7629 link","0.1","1"
"2 bintang trbesar sepakbola pele johan cruyff punya karir piala dunia yang beda pele main di 4 pada tahun 58 62 66 70 cruyff 74","0","0"
"geloraco di piala dunia jatuh para bintang","0","0"
"latih klub sepak bola inggris aston villa unai emery puji tampil kiper argentina emiliano martinez saat tampil di piala dunia namun emery kata dia akan diskus dengan martinez kait sikap saat raya menang piala dunia","0","0"
"piala dunia 2002 adalah piala dunia pertama di asia dan juga yang pertama ada di dua negara","0.25","1"
"siaranbolalive ruar biasa menang piala dunia kalah sama menang liga champions","0.3125","1"
"argentina juara suporter prancis minta laga final piala dunia 2022 ulang entryurl","0","0"
"dev desnug idextratime prestasi baik portugal di piala dunia jadi peringkat 3 itu di tahun 1966 jauh belum ronaldo mulai main bola","0.26666666666667","1"
"siaranbolalive ini piala dunia 2026 tayang jam berapa deh kalau wib apakah sama kaya jam tayang copa amerika","0.033333333333333","1"
"r min80 aniesbaswedan woyyyy idiot final piala dunia tanggal 18 desember bagaimana cerita raya argentina juara goblok2 para dukung anda pak jokowi ganjarpranowo","-0.4","-1"
"alas indonesia ga lolos seleksi piala dunia","-0.4","-1"
"si seru banget ini final ngalahin final piala dunia","0.1","1"
"baca keren tentang piala dunia","0.35","1"
"tim sepakbola mana yang kalian favorit juara piala dunia nanti","0.43333333333333","1"
"jerman barat adalah negara eropa pertama yang tang piala dunia yakni tahun 1954","0.125","1"
"sudah pikir tapi ga dapat kuota kalau piala dunia tiket tribune mesti war bukan hanya itu hotel murah pun tidak dapat kaya emg mesti ada kenal sana yang bisa handle ini iya sayang networking saya masih sedikit moga lanjut piala dunia ikut bisa","0.146875","1"
"legenda liverpool graeme souness kecam sikap emiliano martinez di final piala dunia 2022 kiper argentina itu nilai sudah bikin malu negara","0","0"
"argentina juara suporter prancis minta laga final piala dunia 2022 ulang","0","0"
"rakhless easyjjky rzndkreza emang indonesia ikut piala dunia","0","0"
"masih heboh soal koki kenal salt bae yang ikut raya argentina juara piala dunia 2022 fakta baru ada gestur lionel messi yang tidak suka dengan","0.25568181818182","1"
"kalau menang piala dunia mesti dorang masih joget dekat sini","0.45","1"
"wasit final piala dunia 2022 serang balik media prancis","0","0"
"dunia peguam om tawar as 1 juta untuk bisht pakai messi pada piala dunia","0","0"
"peguam om tawar us 1 juta untuk bisht pakai messi pada piala dunia","0","0"
"ahli fiqih islam kan hukum sujud syukur di piala dunia","0","0"
"amazoght idextratime 1 lagi piala dunia emg salah satu tolak ukur tapi gelar individu juga jadi parameter buat nentuin siapa goat nya","0","0"
"podcastretropus iya formasi pohon natal perancis 98 kan buat lucu2an eh dapat piala dunia kalau yang ini keri lihat istanbul 2005 ngeri","0.125","1"
"kumpar piala dunia rasa milu daerah","0","0"
"poljokesid hanya di era iwan bule messi menang piala dunia","0","0"
"rtm malaysia kepala hotak piala dunia 2026 sekarang tengah aff oii","0","0"
"2026 nonton piala dunia langsung di stadion","0.1","1"
"piala dunia 2026 ini bikin orang ga fokus kerja","0","0"
"menang argentina di piala dunia 2022 ngebuktiin kalau debat siapa yang baik antara messi vs ronaldo sdh jawab tapi ada jumlah soal yang belum jawab di antara bagaimana nasib para kerja migran bangun fasilitas di qatar dan yang tinggal sdh capai 6500 orang","0.40909090909091","1"
"jadwal boxing day premier league langsung pek telah piala dunia 2022 bolaskorcom boxingday premierleague","0.1","1"
"dengan akhir piala dunia 2022 itu arti hari hari normal di qatar telah kembali mulai sampai jumpa di piala 2026 datang follow juga kami di instagram ekingsnews facebook ekingsnews","0.15","1"
"aku dosa wasit final piala dunia 2022 bikin blunder rugi prancis viva google berita olahraga arenanews kamidi opsiminfo","0","0"
"ko su nonton piala dunia selesai baru ko balik ke liga 1","0","0"
"siaranbolalive kalau ujan cepat kering ga apa tanding bakal tunda kaya stadion liga konoha kemarin yang stadion bakal guna untuk piala dunia u20","0.33333333333333","1"
"donnacorle riwatigis ga rumpoko ekofirman cebok pakai air saja baru pada kenal pas piala dunia qatar sungguh primitif","0.1","1"
"pakai pesawat carter timnas indonesia tiru tim serta piala dunia kunjung","0","0"
"ucap selamat dari presiden jokowi kepada amir qatar atas sukses qatar selenggara piala dunia ini jadi headline di hampir smua media di qatar sudah waktu indonesia lirik qatar timur tengah bukan hanya uea atau arab saudi di sini ada qatar yang sdang tumbuh","0.1","1"
"carlos caszely chile adalah main yang pertama kali dapat kartu merah panjang sejarah piala dunia 14 juni 1974","0.05","1"
"poroshalangid kemarin pas piala dunia ronaldo jadi bulan2nan karena pecat dari emyu terus gagal di piala dunia oke vibes nya dapat mencari engagment sekarang balik ke setel pabrik beras habis emyu solusi","0","0"
"theo hernandez kurang gereget di piala dunia karena kylian mbappe","0","0"
"yang nemu di tt atau dmana gitu smpe protes ke pihak jco kalau donat jamur padahal itu donat piala dunia","0","0"
"sebut main paling teruk di piala dunia 2022 ini jawapan ton kroos","0.5","1"
"lionel messi sebut main baik panjang masa di piala dunia 2022","0.325","1"
"prancis kalah argentina dalam pada laga final piala dunia 2022 di stadion lusail minggu 18 12 lalu newsupdate 25des22 news newsflash","0","0"
"aku dosa wasit final piala dunia 2022 bikin blunder rugi prancis viva google berita olahraga arenanews kamidi opsiminfo","0","0"
"messi raih piala dunia pecah rekor telah kalah prancis","0.3","1"
"peguam om tawar as 1 juta untuk bisht pakai messi pada piala dunia","0","0"
"apakah anda ingin main piala super spanyol lewandowski iya karena ini akan jadi tanding pertama saya di tahun baru telah piala dunia dan akan sangat seru pertama saat fokus main bagus di semifinal dan kemudian bisa main di final","0.17800865800866","1"
"latih aston villa akan bahas sikap martinez saat selebrasi piala dunia","0","0"
"idextratime tidak klah tarik dengan moment piala dunia","0","0"
"youtube juara piala dunia dari masa ke masa amanda zahra denisepembohonganpublik desember","0","0"
"finalpialadunia2022 pialadunia wasitpialadunia duel argentina vs perancis di piala dunia 2022 nilai bagai final baik dalam sejarah piala dunia","0.35","1"
"yeriwithu sunghoonwithu jenowithu jaehyunswithu ericswithu dunia piala","0","0"
"kompastv pihak perumpuan pasti sangat kecewa iya sedih mirip mirip kalah adu penalty di final piala dunia","-0.36875","-1"
"ahmedstevealvin dok piala dunia 2026 bareng bojo","0","0"
"makkah uwes muncak gunung endi ae uwes selolop renang ng lombok malu uwes mlancong budoyo kalimantan sulawesi uwes luar negeri iya uwes lanjut sumatra sek trus old trafford lanjut dok langsung piala dunia 2026 nek gk iya 2030 amiin amiin kabul kajate","0.025","1"
"idextratime jangan hina liga negara sendiri ingat kalian masih wni gin gin kita tahun 1930 an pernah masuk piala dunia","0.6","1"
"muncul petisi isi minta final piala dunia 2022 harus ulang alas karena di maria sengaja jatuh sehingga buat penalty padahal kontak dengen dembele sangat tipis ini yang tanda tangan yang all in prancis semua kah indihome argentinavsfrance pildun2022","-0.44","-1"
"kemarin nonton piala dunia ga pak hiya itu tanya macam apa","0.6","1"
"pas deh juara copa america ga ada nyekor di final bilang beban tim skrg deh juara piala dunia nyetak gol lagi di final makin senewen bilang pildun settingan lah minta rispek lagi heran2 mas ada tipikal orang se sakit hati gin","-0.041666666666667","-1"
"main australia yang paling banyak main di piala dunia 2022","0.5","1"
"arivpermana sauk futaki r min80 aniesbaswedan kamu yang bodoh emang tanggal 11 desember argentina sudah juara piala dunia","-0.8","-1"
"trofi pada buat oleh seniman italia silvio gazzaniga dan mulai guna cara resmi pada piala dunia 1974 ganti trofi jules rimet","0","0"
"terima kasih telah beri saya piala dunia kiper baik pialadunia2022 emiliano martinez beri pesan kepada sang megabintang lionel messi seperti apa tonton lengkap di sini argentina fifaworldcup qatar2022","0.65","1"
"blogupdate deret fakta unik yang ter di piala dunia 2022 sejak akhir november 2022 hingga nanti tengah desember 2022 gelar helat internasional","0.09375","1"
"gol mario kempes pada final piala dunia 1978 di argentina picu badai kertas di antero stadion","0","0"
"cristiano ronaldo sebut sudah tidak terima di timnas portugal usai cadang di piala dunia 2022 lengkapcepatberitanya bola sepakbola sepakboladunia boladunia","0.1","1"
"chelsea hantam badai cedera belum jeda piala dunia 2022 liga inggris akan main lagi siapa siapa saja main the blues yang sudah pulih","0","0"
"telah selesai piala dunia qatar","0","0"
"argentina juara piala dunia 1986 berkat andil besar gol tangan tuhan maradona saat argentina tekuk inggris 2 1","0.1","1"
"sebentar lagi piala dunia u20 akan gelar moga stadion yang di tunjuk fifa layak aman nyaman saat event sebut jangan sampai jadi seperti ini jadi benahistadion","0.33333333333333","1"
"apa yang anda minta dari tahun 2023 apakah 4 gelar yang sisa mungkin lewandowski telah 4 bulan di barca dan sekarang kembali telah piala dunia kami tahu bahwa kami milik opsi untuk menang gelar tentu saja kami harus pikir tetapi tiap gelar itu sulit","0.15","1"
"moga sepak bola indonesia makin baik dan bisa masuk piala dunia layak aman nyaman benahistadion","0.41666666666667","1"
"idextratime kira telah piala dunia bakal selesai debat nyata tidak","0.2","1"
"indonesia sebentar lagi akan jadi tuan rumah piala dunia pssi wajib renovasi stadion yang masih ada masalah layak aman nyaman benahistadion","0.33333333333333","1"
"foto pilih yang warna 2022 dari tampar will smith mati ratu elizabeth ii hingga raya messi di piala dunia ini adalah pilih foto foto dari agam peristiwa penting tahun 2022 yang ambil oleh fotografer kantor berita di seluruh","0.4","1"
"legenda liverpool graeme souness kecam sikap emiliano martinez di final piala dunia 2022 kiper argentina itu nilai sudah bikin malu negara","0","0"
"11 saya akan mlatih anak2 ku untuk ke piala dunia","0","0"
"kira2 bisa heboh kayak sepak bola piala dunia gak iya","0.375","1"
"prancis gak mampu lindung warga raya menang semi final piala dunia kibar bendera perancis di rumah sdiri pun ganggu imigran indonesia jaya sang saka kibar perkasa siapa berani turun engkau serentak rakyat bela","-0.28888888888889","-1"
"sukses raih gelar piala dunia lionel messi panjang kontrak sama psg","0.35","1"
"italia koleksi 21 kali hasil imbang di piala dunia jumlah banyak banding negara lain","0.044642857142857","1"
"idextratime jika orang goat tentu dengan juara piala dunia apakabar dengan pele messi yang cuma 1 di dewa2kan pele 3 boss arti lebih dari goat dong buah fakta yang kita lupa atau kita pungkiri respect pele","0.23809523809524","1"
"chelsea hantam badai cedera belum jeda piala dunia 2022 liga inggris akan main lagi siapa siapa saja main the blues yang sudah pulih","0","0"
"orang peguam dari om hasrat beli bisht yang pakai bintang bola sepak argentina lionel messi pada majlis anugerah piala dunia dengan harga us 1 juta getaranmy luarnegara","0","0"
"fazzarahmad idextratime yang penting 0 piala dunia","0.4","1"
"usaha nasional boy thohir saksi langsung final piala dunia 2022 di stadion lusail qatar pada 18 desember 2022","0.05","1"
"goal id gak ada di dunia ini yang menang sendiri semua punya prestasi masing2 seorg messi pun gk akan bisa saing seorg pele di ajang piala dunia jadi gak ada goat di sepakbola yang ada itu legend","0.4","1"
"soal aksi di piala dunia 2022 emery akan bicara pada martinez","0.1","1"
"ton kroos cap main buruk di piala dunia 2022 padahal main juga tidak","-0.7","-1"
"dakwa itu muncul rana jerman gagal tembus fasa kumpul piala dunia 2022 buat kali dua turut turut meski baris main hebat awaninews awani745","-0.25","-1"
"ketua panpel klaim infrastruktur stadion manah solo bagus perlu uji coba jelang piala dunia u20","0","0"
"gol main brasil nobat bagai yang baik di piala dunia 2022","0.7","1"
"dexglenniza benar atau salah piala dunia 2018 adalah piala dunia pertama mohamed salah benar atau salah mohamed salah hanya cetak 1 gol di piala dunia 2018","0.1125","1"
"wasit final piala dunia 2022 aku bikin salah yang rugi perancis klik untuk baca","0","0"
"dev desnug idextratime tapi kan enggres pernah juara piala dunia yang bahkan portugal saja gak pernah bisa lakuin","0","0"
"messi tidak perlu trofi piala dunia untuk sejajar pele dan maradona","0","0"
"fifa investigasi chef salt bae usai pegang trofi piala dunia 2022 fifaw lewat youtube","0","0"
"meksiko adalah negara pertama yang 2 kali jadi tuan rumah piala dunia yakni pada 1970 dan 1986","0.25","1"
"kontrak nicolas otamendi akan akhir pada juni 2023 nanti yang arti ia bebas negosiasi pada januari ini telah performa apik di piala dunia lalu ada yang mau gaet bek argentina ini beinsportsid","0.11666666666667","1"
"lamberesing gp belanda tahun 1982 gelar tanggal 3 juli karena tanggal 4 juli ada final wimbledon tanding akhir fase grup dua piala dunia 1982 di spanyol dan ingat hut amerika serikat ke 206","0","0"
"lionel messi nilai sudah sejajar dengan pele dan ego maradona belum juara piala dunia 2022","0","0"
"profesorzubairi pesta riah deh usai piala dunia deh selesai tidak ada yang kena covid ini masih cerita copad covid lagi","0","0"
"presiden liberia george weah tidak ngantor nyaris dua bulan alas kunker ke luar negeri namun dia pergok tonton piala dunia qatar 2022 karena anak bela timnas as","-0.4","-1"
"catat ali7 tempat ibadah banyak virus tempat hajat bebas virus dan tempat piala dunia bersih dari virus","0.43333333333333","1"
"main sayap timnas argentina angel di maria abadi trofi piala dunia dengan buat tato di paha kanan","0.28571428571429","1"
"apresiasi kbri doha untuk volunteer indonesia di piala dunia 2022","0","0"
"sukses raih gelar piala dunia lionel messi panjang kontrak sama psg lionelmessi messi pialadunia2022 pialaduniaqatar2022","0.35","1"
"angel di maria buat tato ingat menang argentina di piala dunia","0.8","1"
